Home Ownership,Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Bankruptcies,Purpose,Term,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Credit Default,Term_2,Home Ownership_Home Mortgage,Home Ownership_Own Home,Home Ownership_Rent,Purpose_business loan,Purpose_debt consolidation,Purpose_other,Purpose_take a trip,Term_Long Term,Term_Short Term,Credit_burden
Rent,-0.651517721113948,1.0756473140670004,-0.11095342154390785,-0.4341227023397134,0.011721026956884288,-0.04049683151290241,-0.3409788778582933,-0.05319721425089476,-0.3370990397177327,debt consolidation,Short Term,-0.956656645120581,-0.781482103269825,-0.4507351893311954,0.2458517582817404,0,0.5915167019106974,-0.9734197922398,-0.30726406683951407,1.1579395364342013,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,0,1,-0.634501988526152
Rent,0.2087095399330657,0.25157892336566545,-0.11095342154390785,-1.0452953217017178,-0.07348837741465196,-0.0028493794152508914,-0.3409788778582933,-0.10939745953970495,-0.3370990397177327,debt consolidation,Long Term,0.023047716258744452,0.7818550135389912,0.044402751944521396,0.05909049944809574,1,-1.6905693394114378,-0.9734197922398,-0.30726406683951407,1.1579395364342013,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,1,0,0.22311200969205172
Home Mortgage,2.486599950687184,-0.8471789309027813,-0.11095342154390785,0.5844983299302937,1.4460793338777498,0.0060493838308190925,-0.3409788778582933,-0.6713999124278087,-0.3370990397177327,debt consolidation,Long Term,1.1073719747193265,1.257078891435603,2.845432883750672,-3.146092329944154,1,-1.6905693394114378,1.0273060071020748,-0.30726406683951407,-0.8636029503573512,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,1,0,2.1982501031299937
Home Mortgage,0.03927334220982748,-1.121868394469893,-0.11095342154390785,-0.4341227023397134,1.5170871708540303,-0.03481601042184447,-0.3409788778582933,0.3066135515636727,-0.3370990397177327,debt consolidation,Long Term,1.4266231207820077,-0.27636993116587916,-0.40922912990164756,-1.0618857215161948,1,-1.6905693394114378,1.0273060071020748,-0.30726406683951407,-0.8636029503573512,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,1,0,0.12489846121709058
Rent,-0.437258624824788,-1.121868394469893,-0.11095342154390785,-1.0452953217017178,-0.826171449363225,-0.046556557055659725,-0.3409788778582933,0.05015955869404391,-0.3370990397177327,debt consolidation,Short Term,0.0034074165612815598,-0.5326919422879762,-0.32395304416457665,-0.3671501853735417,1,0.5915167019106974,-0.9734197922398,-0.30726406683951407,1.1579395364342013,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,0,1,-0.42158016549221144
Home Mortgage,0.3517187094844651,1.0756473140670004,-0.11095342154390785,-0.026674289431710546,1.162047985972628,-0.017551146709629702,-0.3409788778582933,0.5650054839260191,-0.3370990397177327,debt consolidation,Long Term,1.61044605651251,-0.11634800397981251,-0.8026562629186947,-0.9801521290288239,0,-1.6905693394114378,1.0273060071020748,-0.30726406683951407,-0.8636029503573512,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,1,0,0.5502218179425999
Home Mortgage,-0.40314607162906035,-0.023110540201446223,-0.11095342154390785,-0.8415711152477163,2.283971810197859,-0.03394974698335787,-0.3409788778582933,0.6296034670166057,-0.3370990397177327,debt consolidation,Short Term,0.09198131715768283,-0.33423366875127797,-0.8828174605240435,-0.08108261166774339,1,0.5915167019106974,1.0273060071020748,-0.30726406683951407,-0.8636029503573512,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,0,1,-0.2727052667851019
Rent,-1.131797799000389,1.0756473140670004,-0.11095342154390785,-1.0452953217017178,1.4176761990872377,-0.04098007197304074,-0.3409788778582933,0.4668165496283273,-0.3370990397177327,debt consolidation,Short Term,0.002829760687826769,-0.41570915876047065,-1.1111427126991116,0.6953865169622806,0,0.5915167019106974,-0.9734197922398,-0.30726406683951407,1.1579395364342013,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,0,1,-1.0370838449561566
Own Home,-0.35261940234660105,1.0756473140670004,-0.11095342154390785,1.1956709492922981,-0.49953539927233476,-0.015295566948245411,-0.3409788778582933,-1.1791400595198194,-0.3370990397177327,debt consolidation,Short Term,-0.783103147140386,-0.3830711414860618,-0.09914951824413688,0.4432383841387429,1,0.5915167019106974,-0.9734197922398,3.2545295982244045,-0.8636029503573512,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,0,1,-0.3721614604510007
Own Home,0.6186145665767796,1.0756473140670004,-0.11095342154390785,0.1770499170222909,0.9490244750437866,0.016922294183931447,-0.3409788778582933,1.6631711964659917,-0.3370990397177327,debt consolidation,Short Term,0.9253461905951279,1.6626630438291263,1.6112355327536736,0.31573397985844404,0,0.5915167019106974,-0.9734197922398,3.2545295982244045,-0.8636029503573512,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,0,1,0.3675110742396658
Rent,-0.021408098036814614,1.0756473140670004,-0.11095342154390785,-1.656467941063722,1.6306997100160792,0.01789426647307331,-0.3409788778582933,-0.4750220438324252,-0.3370990397177327,other,Short Term,-1.1730850457083093,2.3484200661221997,0.32790171544209945,-0.040215815424057916,0,0.5915167019106974,-0.9734197922398,-0.30726406683951407,1.1579395364342013,-0.13229141128968838,-1.9544951813401197,2.096588527402888,-0.07041158834130604,0,1,-0.08889744791203437
Home Mortgage,-0.5229670077845682,-1.121868394469893,-0.11095342154390785,1.8068435686543023,-0.35751972531977383,-0.012247857228054828,-0.3409788778582933,-0.5040911362231894,-0.3370990397177327,other,Short Term,-1.417754400109383,-0.012456293315119268,-0.10636067200361388,0.8588537019370225,0,0.5915167019106974,1.0273060071020748,-0.30726406683951407,-0.8636029503573512,-0.13229141128968838,-1.9544951813401197,2.096588527402888,-0.07041158834130604,0,1,-0.5600284657781925
Rent,-0.4572564567747173,0.5262683869327771,-0.11095342154390785,-0.8415711152477163,-0.5421401014581031,-0.038486990508236195,-0.3409788778582933,0.26397888272388575,-0.3370990397177327,debt consolidation,Short Term,0.002829760687826769,-0.295319109693329,-1.0291368013413384,0.5319193319875387,0,0.5915167019106974,-0.9734197922398,-0.30726406683951407,1.1579395364342013,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,0,1,-0.3037824960645239
Home Mortgage,-0.8230293759158333,1.0756473140670004,-0.11095342154390785,0.1770499170222909,0.16793826830470152,-0.02566876273462381,-0.3409788778582933,-0.23923940555178416,-0.3370990397177327,debt consolidation,Short Term,-0.8945265467312212,-0.08657926294930778,-0.37795284673554386,0.7771201094496516,0,0.5915167019106974,1.0273060071020748,-0.30726406683951407,-0.8636029503573512,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,0,1,-0.8395459371974618
Rent,0.03760804232502903,1.0756473140670004,-0.11095342154390785,-0.4341227023397134,0.04012416174739688,-0.04734182280338451,-0.3409788778582933,-1.8897178735162723,-0.3370990397177327,debt consolidation,Short Term,0.284918378891583,-0.6827909557972079,0.33855074483109454,-0.0071137104666749145,1,0.5915167019106974,-0.9734197922398,-0.30726406683951407,1.1579395364342013,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,0,1,-0.025430195284518016
Rent,-0.9458155896439878,0.25157892336566545,-0.11095342154390785,-0.6378469087937149,-0.6131479384343835,-0.044937976082639594,1.6647792271904904,0.059203276326726076,2.545731972691612,debt consolidation,Short Term,0.002829760687826769,-0.44721142085500076,-1.0218417969567513,-0.08108261166774339,0,0.5915167019106974,-0.9734197922398,-0.30726406683951407,1.1579395364342013,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,0,1,-0.8481425045716884
Own Home,-0.10049798145444742,1.0756473140670004,-0.11095342154390785,-0.026674289431710546,0.3099539422572624,-0.006215588529623554,-0.3409788778582933,-0.4524127497507198,-0.3370990397177327,debt consolidation,Long Term,0.002829760687826769,1.103034623091003,0.6904718184185938,-0.5306173703482836,0,-1.6905693394114378,-0.9734197922398,3.2545295982244045,-0.8636029503573512,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,1,0,-0.24877750678898974
Home Mortgage,0.1954604425162745,1.0756473140670004,-0.11095342154390785,1.603119362200301,0.9490244750437866,0.022335411042810487,-0.3409788778582933,-1.3729340087915793,-0.3370990397177327,debt consolidation,Short Term,-0.25615262257773785,0.6460426046608652,0.8328501798557094,0.20498496203805494,1,0.5915167019106974,1.0273060071020748,-0.30726406683951407,-0.8636029503573512,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,0,1,0.0518359631656434
Home Mortgage,-0.3690254528783351,-1.6712473216041164,-0.11095342154390785,0.3807741234762923,0.3809617792335429,-0.05264785796939199,-0.3409788778582933,-1.566727958063339,-0.3370990397177327,other,Short Term,-1.3398350411789257,-0.7221837275624743,-0.36151812421394514,-0.12807942734798075,1,0.5915167019106974,1.0273060071020748,-0.30726406683951407,-0.8636029503573512,-0.13229141128968838,-1.9544951813401197,2.096588527402888,-0.07041158834130604,0,1,-0.3382971590967447
Rent,0.6601787437014656,-0.8471789309027813,-0.11095342154390785,-1.0452953217017178,-1.152807499454115,-0.008889885166979977,-0.3409788778582933,-0.35745371460755754,-0.3370990397177327,take a trip,Short Term,-1.5468925798194986,0.8198729237707201,0.2955353741495632,0.04151777706331303,0,0.5915167019106974,-0.9734197922398,-0.30726406683951407,1.1579395364342013,-0.13229141128968838,-1.9544951813401197,-0.47696531147136084,14.202207670031541,0,1,0.6749428042194464
Rent,-0.6101020450900999,-1.6712473216041164,-0.11095342154390785,-0.4341227023397134,1.8579247883401764,0.031946679399141246,-0.3409788778582933,-0.21017031316102022,-0.3370990397177327,other,Short Term,-0.896323698337525,-0.11210386620237109,-0.9470470393584549,0.7231759384079893,0,0.5915167019106974,-0.9734197922398,-0.30726406683951407,1.1579395364342013,-0.13229141128968838,-1.9544951813401197,2.096588527402888,-0.07041158834130604,0,1,-0.48993183896838294
Home Mortgage,0.35125944729401376,-0.023110540201446223,-0.11095342154390785,-0.6378469087937149,-0.5421401014581031,-0.033443168205542405,-0.3409788778582933,-1.3729340087915793,-0.3370990397177327,other,Long Term,2.091055743226896,-0.26136600747379746,0.044570453194741795,-0.7055272582712563,1,-1.6905693394114378,1.0273060071020748,-0.30726406683951407,-0.8636029503573512,-0.13229141128968838,-1.9544951813401197,2.096588527402888,-0.07041158834130604,1,0,0.3814873501677213
Rent,-0.36807229405538366,-0.2978000037685579,-0.11095342154390785,0.3807741234762923,-0.04508524262413988,-0.020998353514764187,-0.3409788778582933,0.03336408309049152,-0.3370990397177327,debt consolidation,Short Term,-1.086179928746333,-0.2139631728609656,-0.6295885726912469,0.4787924968707495,1,0.5915167019106974,-0.9734197922398,-0.30726406683951407,1.1579395364342013,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,0,1,-0.28401028010874346
Rent,0.031658509403270745,-0.023110540201446223,-0.11095342154390785,0.7882225363842952,-0.10189151220516404,0.03338679088404211,-0.3409788778582933,2.567542959734204,-0.3370990397177327,debt consolidation,Short Term,-1.0994018298498538,-0.7268463014588183,-0.6804020515080266,1.1857880718865064,0,0.5915167019106974,-0.9734197922398,-0.30726406683951407,1.1579395364342013,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,0,1,0.1702801788161181
Home Mortgage,-0.6470816658652685,0.25157892336566545,10.935294298535414,0.1770499170222909,-1.5220482517307736,-0.03790490540852411,5.676295437288058,-0.22115197028641984,-0.3370990397177327,debt consolidation,Short Term,-0.7801506837871727,-0.4071611066171731,0.29796704227775894,0.2458517582817404,1,0.5915167019106974,1.0273060071020748,-0.30726406683951407,-0.8636029503573512,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,0,1,-0.7782336536541367
Rent,-0.8246187646947718,1.0756473140670004,-0.11095342154390785,0.3807741234762923,0.7644040989054572,-0.037779976766840626,-0.3409788778582933,1.9215631288283381,-0.3370990397177327,debt consolidation,Long Term,-0.36808949405608843,-0.2878470361414955,-0.30558975726544335,-2.0835556276083316,1,-1.6905693394114378,-0.9734197922398,-0.30726406683951407,1.1579395364342013,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,1,0,-0.8556804565639693
Rent,-0.024895264462247137,1.0756473140670004,-0.11095342154390785,1.8068435686543023,-0.47113226448182266,-0.011340408523079161,-0.3409788778582933,-1.6313259411539258,-0.3370990397177327,debt consolidation,Short Term,-0.39594534395379727,0.05270018805686902,-0.779848892888721,0.0006509808196275558,0,0.5915167019106974,-0.9734197922398,-0.30726406683951407,1.1579395364342013,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,0,1,0.12718079713229427
Own Home,-0.3194360485310382,-0.5724894673356696,-0.11095342154390785,2.2142919815623054,-1.0533965276873225,-0.019975586063619148,-0.3409788778582933,-0.46856224552336667,-0.3370990397177327,debt consolidation,Long Term,0.10340606665489982,0.03410966905990723,-0.37485037360646656,-0.33854342800296,1,-1.6905693394114378,-0.9734197922398,3.2545295982244045,-0.8636029503573512,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,1,0,-0.28054368240400673
Home Mortgage,-0.6847425888155283,1.0756473140670004,-0.11095342154390785,-0.23039849588571198,-1.2664200386161637,-0.03722122998480569,-0.3409788778582933,-0.0738685688398825,-0.3370990397177327,debt consolidation,Short Term,-0.6882392159219215,-0.38982589597691936,-0.5268715569312548,-0.11050670496319805,1,0.5915167019106974,1.0273060071020748,-0.30726406683951407,-0.8636029503573512,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,0,1,-0.6563056083159062
Home Mortgage,-0.04498798529450118,1.0756473140670004,-0.11095342154390785,1.1956709492922981,-0.41432599490079824,23.657012655937688,1.6647792271904904,-0.016376363889260375,-0.3370990397177327,take a trip,Short Term,-1.6103063579276466,1.1534262871245684,1.3451774992790166,0.3275853507691113,0,0.5915167019106974,1.0273060071020748,-0.30726406683951407,-0.8636029503573512,-0.13229141128968838,-1.9544951813401197,-0.47696531147136084,14.202207670031541,0,1,-0.317089416285022
Home Mortgage,0.9135961095039697,1.0756473140670004,-0.11095342154390785,-0.23039849588571198,0.43776804881456705,0.009946882882900654,1.6647792271904904,0.36862761533063637,2.545731972691612,debt consolidation,Long Term,2.7132553029236455,0.9608858958409223,0.8873530861773378,-1.281340417344786,0,-1.6905693394114378,1.0273060071020748,-0.30726406683951407,-0.8636029503573512,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,1,0,0.8390424790349499
Home Mortgage,0.4384471479292358,1.0756473140670004,-0.11095342154390785,-1.0452953217017178,1.2756605251346769,-0.042530010835245775,-0.3409788778582933,-1.8897178735162723,-0.3370990397177327,debt consolidation,Short Term,0.002829760687826769,-0.5300617723977308,0.43707522933557674,0.0823845733069985,0,0.5915167019106974,1.0273060071020748,-0.30726406683951407,-0.8636029503573512,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,0,1,0.4004395346223939
Own Home,0.06337796498676963,-0.2978000037685579,-0.11095342154390785,1.3993951557462996,-0.04508524262413988,0.03134537450840094,-0.3409788778582933,0.344726361587119,-0.3370990397177327,debt consolidation,Short Term,-0.5461358710520429,1.0152825912982704,0.4800067493919979,0.12202536566337453,0,0.5915167019106974,-0.9734197922398,3.2545295982244045,-0.8636029503573512,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,0,1,-0.024880658743913552
Home Mortgage,0.2473288405948046,0.5262683869327771,-0.11095342154390785,0.5844983299302937,0.054325729142652664,-0.043212313416747895,-0.3409788778582933,-0.40396426243278005,-0.3370990397177327,other,Long Term,0.0858196545074984,-0.6139283259435102,0.5610064532484488,-0.5220353431371082,1,-1.6905693394114378,1.0273060071020748,-0.30726406683951407,-0.8636029503573512,-0.13229141128968838,-1.9544951813401197,2.096588527402888,-0.07041158834130604,1,0,0.16345163787356504
Rent,0.1476881602654954,-0.2978000037685579,-0.11095342154390785,-0.6378469087937149,-0.1871009165767008,-0.04763835672210576,-0.3409788778582933,-1.4375319918821658,-0.3370990397177327,debt consolidation,Short Term,0.26989932618175844,-0.5711282886386079,0.05848965696303459,-0.6340103648448068,1,0.5915167019106974,-0.9734197922398,-0.30726406683951407,1.1579395364342013,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,0,1,0.15250490272827225
Rent,-0.8794170942372829,-0.8471789309027813,-0.11095342154390785,-1.0452953217017178,0.5513805879766159,-0.041529208859561566,-0.3409788778582933,-0.03898565797096578,-0.3370990397177327,debt consolidation,Long Term,-0.5180232852105764,-0.3420046252451848,-0.7492434147234989,-0.20368300039879983,0,-1.6905693394114378,-0.9734197922398,-0.30726406683951407,1.1579395364342013,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,1,0,-0.8284838920595168
Home Mortgage,0.1890079985181953,-0.8471789309027813,-0.11095342154390785,0.1770499170222909,-1.1244043646636028,-0.002762890355623861,-0.3409788778582933,-0.6765677510750555,-0.3370990397177327,debt consolidation,Short Term,-1.032393748529098,-0.148149149016416,0.176215934617752,0.8588537019370225,1,0.5915167019106974,1.0273060071020748,-0.30726406683951407,-0.8636029503573512,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,0,1,0.1750460291922427
Rent,-0.5664972825510218,-0.8471789309027813,-0.11095342154390785,-0.6378469087937149,-1.2522184712209077,-0.023774240476126963,-0.3409788778582933,0.353124099388895,-0.3370990397177327,debt consolidation,Short Term,-0.2553824147464648,-0.335488977107986,-0.43413276555937624,0.9405872944243935,0,0.5915167019106974,-0.9734197922398,-0.30726406683951407,1.1579395364342013,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,0,1,-0.5433195469777069
Home Mortgage,1.131823933296359,1.0756473140670004,-0.11095342154390785,1.603119362200301,2.283971810197859,0.04621737423760121,-0.3409788778582933,-1.760521907335099,-0.3370990397177327,debt consolidation,Long Term,2.6830888295321174,-0.06906472254381,-0.3710770954765077,-0.5714841665919691,0,-1.6905693394114378,1.0273060071020748,-0.30726406683951407,-0.8636029503573512,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,1,0,1.3314203099738462
Home Mortgage,-0.8941020976658522,1.0756473140670004,-0.11095342154390785,-0.8415711152477163,-0.10189151220516404,-0.040647844156695645,1.6647792271904904,2.3091510273718576,2.545731972691612,debt consolidation,Short Term,-0.7793804759558995,-0.44009800683365524,-1.2198131228419278,-0.28868593658566727,1,0.5915167019106974,1.0273060071020748,-0.30726406683951407,-0.8636029503573512,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,0,1,-0.75136696646713
Rent,-0.01691653279197525,-0.023110540201446223,-0.11095342154390785,-0.8415711152477163,-0.04508524262413988,-0.05341939529495375,-0.3409788778582933,-1.4375319918821658,-0.3370990397177327,other,Long Term,-1.043048290195042,-0.7884161875259266,0.0030643937651939845,-0.1713982313662898,0,-1.6905693394114378,-0.9734197922398,-0.30726406683951407,1.1579395364342013,-0.13229141128968838,-1.9544951813401197,2.096588527402888,-0.07041158834130604,1,0,-0.01940696512327938
Rent,0.18813027635669188,1.0756473140670004,-0.11095342154390785,-0.8415711152477163,0.12533356611893312,-0.03036251027216057,-0.3409788778582933,-0.42528159685267375,-0.3370990397177327,other,Short Term,0.9280419180045836,-0.9031274606936748,-0.45694013558935,1.1040544793991354,0,0.5915167019106974,-0.9734197922398,-0.30726406683951407,1.1579395364342013,-0.13229141128968838,-1.9544951813401197,2.096588527402888,-0.07041158834130604,0,1,0.29978921448103074
Rent,-0.812472987757211,-1.121868394469893,-0.11095342154390785,-0.8415711152477163,-0.28651188834349334,-0.05665243871434511,1.6647792271904904,0.7064750668944042,-0.3370990397177327,debt consolidation,Long Term,-1.387716294689734,-0.8251190128125329,-0.47983135624443396,0.04151777706331303,1,-1.6905693394114378,-0.9734197922398,-0.30726406683951407,1.1579395364342013,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,1,0,-0.8075862971933775
